word_original,word_normalized,pos,count,tag1,tag2,tag3
täglich,täglich,ADV,256,,,
abend,abend,ADV,255,,,
gottheit,gottheit,NOUN,255,Theologie,,
welle,welle,NOUN,254,,,
fortwährend,fortwährend,ADV,254,,,
semester,semester,NOUN,254,,,
preußen,preußen,NOUN,253,,,
ethisch,ethisch,ADV,253,Moral ,,
trüb,trüb,ADV,253,,,
geltung,geltung,NOUN,253,,,
befriedigen,befriedigen,VERB,251,,,
rolle,rolle,NOUN,251,,,
steigerung,steigerung,NOUN,251,,,
verwandeln,verwandeln,VERB,251,,,
siegen,siegen,VERB,251,,,
rühren,rühren,VERB,251,,,
pädagogik,pädagogik,NOUN,251,Pädagogik,,
wandeln,wandeln,VERB,250,,,
hierin,hierin,ADV,250,,,
schillersch,schillersch,ADV,250,Beschreibung,Poetologie,Person 
ursprung,ursprung,NOUN,249,,,
locken,locken,VERB,249,,,
zauber,zauber,NOUN,249,,,
voraussetzung,voraussetzung,NOUN,249,,,
tadeln,tadeln,VERB,248,,,
vermissen,vermissen,VERB,248,,,
lenken,lenken,VERB,248,,,
gemälde,gemälde,NOUN,247,,,
parzival,parzival,NOUN,247,Person,Literatur,
gesellen,gesellen,VERB,247,,,
antonio,antonio,PROPN,247,Person,,
eingang,eingang,NOUN,246,,,
nachricht,nachricht,NOUN,246,,,
messina,messina,PROPN,246,Ort,,
müller,müller,PROPN,245,Person,Schriftsteller,Narrativ
bibel,bibel,NOUN,245,Theologie,,
öffnen,öffnen,VERB,245,,,
fünft,fünft,ADV,244,,,
schauspiel,schauspiel,NOUN,244,,,
gunst,gunst,NOUN,244,,,
erläutern,erläutern,VERB,244,,,
stammen,stammen,VERB,244,,,
streiten,streiten,VERB,244,,,
willkommen,willkommen,ADV,244,,,
vorbild,vorbild,NOUN,243,,,
senden,senden,VERB,243,,,
blind,blind,ADV,243,,,
zufällig,zufällig,ADV,243,,,
liebend,liebend,ADV,242,,,
ersetzen,ersetzen,VERB,242,,,
erfassen,erfassen,VERB,242,,,
entwerfen,entwerfen,VERB,242,,,
bericht,bericht,NOUN,242,,,
fähig,fähig,ADV,242,,,
begeben,begeben,VERB,242,,,
krone,krone,NOUN,242,,,
sachlich,sachlich,ADV,242,,,
eifer,eifer,NOUN,241,,,
tätig,tätig,ADV,241,,,
theilnahmen,theilnahmen,NOUN,241,,,
außerordentlich,außerordentlich,ADV,241,,,
verlauf,verlauf,NOUN,241,,,
werten,werten,VERB,241,,,
niedrig,niedrig,ADV,241,,,
halt,halt,ADV,241,,,
engel,engel,PROPN,241,Typ,Theologie,
zerfallen,zerfallen,VERB,241,,,
ändern,ändern,VERB,241,,,
kleist,kleist,PROPN,241,Person,Schriftsteller,
hervorragend,hervorragend,ADV,241,,,
veränderung,veränderung,NOUN,240,,,
gruppe,gruppe,NOUN,240,,,
beherrschen,beherrschen,VERB,240,,,
vergleich,vergleich,NOUN,240,Methode,Praktik,
disziplin,disziplin,NOUN,240,,,
prinzessin,prinzessin,NOUN,240,Typ,Gender,Fem 
körner,körner,NOUN,240,Person,Schriftsteller ,
felsen,felsen,PROPN,239,,,
beschränkung,beschränkung,NOUN,239,,,
hildebrand,hildebrand,NOUN,239,Person,Literatur,
übertragen,übertragen,VERB,239,,,
herzlich,herzlich,ADV,239,,,
heftig,heftig,ADV,239,,,
mitleid,mitleid,NOUN,239,,,
fließen,fließen,VERB,238,,,
riese,riese,NOUN,238,,,
bedeutsam,bedeutsam,ADV,238,,,
heimath,heimath,PROPN,238,Patriotisch ,Welt ,
sünde,sünde,NOUN,238,,,
mittelalt,mittelalt,NOUN,237,,,
warnen,warnen,VERB,237,,,
üblich,üblich,ADV,237,,,
gellern,gellern,AUX,236,Person,Schriftsteller,
speisen,speisen,VERB,236,,,
anstrengung,anstrengung,NOUN,236,,,
dankbar,dankbar,ADV,236,,,
dasjenig,dasjenig,NOUN,236,,,
philipp,philipp,PROPN,236,Person,,
entspringen,entspringen,VERB,235,,,
weihen,weihen,VERB,235,,,
winken,winken,VERB,235,,,
göttin,göttin,NOUN,235,Theologie ,,
nähe,nähe,NOUN,235,,,
andrerseits,andrerseits,ADV,235,,,
selbstverständlich,selbstverständlich,ADV,235,,,
schreiten,schreiten,VERB,234,,,
spannung,spannung,NOUN,234,,,
auffallend,auffallend,ADV,234,,,
zählen,zählen,VERB,234,,,
quarta,quarta,PROPN,234,Schule,,
zuschauer,zuschaür,ADV,234,,,
erzeugnis,erzeugnis,PROPN,233,,,
hingeben,hingeben,VERB,233,,,
bitter,bitter,ADV,233,,,
werner,werner,PROPN,233,Person,,
handbuch,handbuch,NOUN,232,Wissen,Lehrmedien,
beliebt,beliebt,ADV,232,,,
gattin,gattin,NOUN,232,Gender,Fem,
bestimmtheit,bestimmtheit,NOUN,232,,,
äußerung,äußerung,NOUN,232,,,
cicero,cicero,PROPN,232,Person,Schriftsteller,Klassik
minne,minne,NOUN,231,,,
decken,decken,VERB,231,,,
schweben,schweben,VERB,231,,,
leidenschaftlich,leidenschaftlich,ADV,231,,,
erleben,erleben,VERB,231,Welt,,
ent,ent,X,231,,,
krank,krank,ADV,231,negative Bewertung,,
patriotisch,patriotisch,ADV,231,Nation,Patriotisch,
eigentümlich,eigentümlich,ADV,231,,,
schrecklich,schrecklich,ADV,230,,,
erfüllung,erfüllung,NOUN,230,,,
kosten,kosten,VERB,230,,,
stattfinden,stattfinden,VERB,230,,,
himmlisch,himmlisch,ADV,229,Höhe,Beschreibung ,Theologie
stören,stören,VERB,229,,,
schwingen,schwingen,VERB,229,,,
lauten,lauten,VERB,229,,,
lügen,lügen,VERB,229,,,
hochdeutsch,hochdeutsch,ADV,229,Beschreibung,Poetologie,Sprache
ritterlich,ritterlich,ADV,228,positive Bewertung,Höhe,
tönen,tönen,VERB,228,,,
leuchten,leuchten,VERB,228,,,
biegen,biegen,VERB,228,,,
vollziehen,vollziehen,VERB,228,,,
malen,malen,VERB,227,,,
stecken,stecken,VERB,227,,,
mathematik,mathematik,NOUN,227,,,
egmont,egmont,PROPN,226,Person,Literatur,
verwerfen,verwerfen,VERB,226,,,
bessern,bessern,VERB,226,,,
speciell,speciell,ADV,226,,,
anstellen,anstellen,VERB,226,,,
erfolgen,erfolgen,VERB,226,,,
großartig,großartig,ADV,225,,,
nähern,nähern,VERB,225,,,
strafe,strafe,NOUN,225,,,
verkünden,verkünden,VERB,225,,,
verdanken,verdanken,VERB,225,,,
mittelpunkt,mittelpunkt,NOUN,225,,,
reihen,reihen,VERB,224,,,
handelnd,handelnd,ADV,224,,,
privatlektüren,privatlektüren,VERB,224,Praxis,Schule ,
positiv,positiv,ADV,224,,,
laokoon,laokoon,X,224,Person,Literatur,
benutzung,benutzung,NOUN,223,,,
sachs,sachs,PROPN,223,Person,schriftsteller ,
reiter,reiter,NOUN,223,,,
herstellen,herstellen,VERB,223,,,
dringend,dringend,ADV,223,,,
hierher,hierher,ADV,222,,,
verweilen,verweilen,VERB,222,,,
zerstören,zerstören,VERB,222,,,
zuwenden,zuwenden,VERB,222,,,
füllen,füllen,VERB,222,,,
gras,gras,NOUN,222,,,
zusammenstellen,zusammenstellen,VERB,222,,,
denkmal,denkmal,NOUN,221,,,
wüst,wüst,ADV,221,,,
absichtlich,absichtlich,ADV,221,,,
holen,holen,VERB,221,,,
italien,italien,PROPN,221,Nation,,
teufel,teufel,PROPN,221,Theologie,Typ,
befriedigung,befriedigung,NOUN,220,positive Bewertung ,,
zugänglich,zugänglich,ADV,220,,,
vollendung,vollendung,NOUN,220,positive Bewertung,Höhe,
ästhetik,ästhetik,NOUN,220,Ästhetik ,,
gegenseitig,gegenseitig,ADV,220,,,
partie,partie,NOUN,220,,,
zusammenstellung,zusammenstellung,NOUN,219,,,
gefährlich,gefährlich,ADV,219,,,
rauben,rauben,VERB,219,,,
sichtbar,sichtbar,ADV,219,,,
selbstständig,selbstständig,ADV,219,,,
künstler,künstler,NOUN,219,Ästhetik,Typ ,
notiz,notiz,NOUN,219,,,
erlernen,erlernen,VERB,219,,,
sin,sin,NOUN,219,,,
schmücken,schmücken,VERB,218,,,
unterliegen,unterliegen,VERB,218,,,
mannigfaltig,mannigfaltig,ADV,218,,,
begeistert,begeistert,ADV,217,,,
abschied,abschied,NOUN,217,,,
hierzu,hierzu,ADV,217,,,
drucken,drucken,VERB,217,,,
latein,latein,PROPN,217,Sprache,Klassik ,
garten,garten,NOUN,216,,,
moral,moral,X,216,Moral ,,
entdecken,entdecken,VERB,216,,,
führer,führer,NOUN,216,,,
gnade,gnade,NOUN,216,,,
betonung,betonung,NOUN,216,,,
quinta,quinta,NOUN,216,Schule ,,
wieland,wieland,PROPN,215,,,
zurücckehren,zurücckehren,VERB,215,,,
weilen,weilen,VERB,215,,,
trauen,traün,VERB,215,,,
hierauf,hierauf,ADV,215,,,
gleim,gleim,NOUN,215,Person,Schriftsteller,
entgehen,entgehen,VERB,214,,,
trost,trost,NOUN,214,,,
schmerzlich,schmerzlich,ADV,214,,,
gleichfalls,gleichfalls,ADV,214,,,
england,england,PROPN,214,Nation,,
bühne,bühne,NOUN,214,,,
mechanisch,mechanisch,ADV,214,,,
götz,götz,PROPN,214,Person,Literatur,
gerne,gerne,ADV,213,,,
rücckehr,rücckehr,NOUN,213,,,
nunmehr,nunmehr,ADV,213,,,
straße,straße,NOUN,213,,,
sinnig,sinnig,ADV,213,,,
primaner,primaner,NOUN,213,Schule,,
geographisch,geographisch,ADV,213,,,
apotheker,apotheker,NOUN,212,Typ,,
unterwerfen,unterwerfen,VERB,212,,,
drohen,drohen,VERB,212,,,
besuchen,besuchen,VERB,212,,,
eitel,eitel,ADV,212,,,
schrank,schrank,NOUN,212,,,
heft,heft,NOUN,211,,,
wirksamkeit,wirksamkeit,NOUN,211,,,
kreisen,kreisen,VERB,211,,,
wechseln,wechseln,VERB,211,,,
stumm,stumm,ADV,211,,,
vernünftig,vernünftig,ADV,211,,,
redensart,redensart,VERB,211,Poetologie,,
günther,günther,PROPN,210,Person,Didaktik,
verkennen,verkennen,VERB,210,,,
rauschen,rauschen,VERB,210,Narrativ,,
einprägen,einprägen,VERB,209,,,
verlust,verlust,NOUN,209,,,
befehlen,befehlen,VERB,209,,,
entstehung,entstehung,NOUN,209,,,
erwachsen,erwachsen,ADV,209,,,
sorgfalt,sorgfalt,NOUN,209,,,
humor,humor,NOUN,209,,,
heuen,heün,PROPN,209,,,
teutsch,teutsch,ADV,208,Nation ,,
ausgesprochen,ausgesprochen,VERB,208,,,
verkehren,verkehren,VERB,208,,,
hilfe,hilfe,NOUN,208,,,
lesebüchern,lesebüchern,NOUN,208,Lesen,Lehrmedien,
beitrag,beitrag,NOUN,207,,,
heran,heran,ADV,207,,,
geographie,geographie,NOUN,207,Wissenschaft ,,
untern,untern,VERB,207,,,
unterhaltung,unterhaltung,NOUN,207,,,
eberhard,eberhard,PROPN,207,Person,,
geßler,geßler,PROPN,207,Person,,
gericht,gericht,NOUN,206,,,
linie,linie,NOUN,206,,,
andenken,andenken,VERB,206,,,
entlehnen,entlehnen,VERB,206,,,
gedeihen,gedeihen,VERB,206,,,
nähren,nähren,VERB,206,,,
vornherein,vornherein,ADV,206,,,
gottsched,gottsched,PROPN,205,Person,Schriftsteller,
fliehen,fliehen,VERB,205,,,
sachsen,sachsen,PROPN,205,Nation,Deutsch,
hinzufügen,hinzufügen,VERB,205,,,
gewonnen,gewonnen,VERB,205,,,
abstract,abstract,PROPN,205,,,
gunther,gunther,ADJ,205,Mediävistik ,,
individualität,individualität,NOUN,204,,,
erzielen,erzielen,VERB,204,,,
mehrzahl,mehrzahl,NOUN,204,,,
ausspruch,ausspruch,NOUN,204,,,
geraten,geraten,VERB,204,,,
burgund,burgund,PROPN,204,,,
verstand,verstand,VERB,203,,,
zufrieden,zufrieden,ADV,203,,,
blutig,blutig,ADV,203,,,
nebst,nebst,ADP,203,,,
la,la,X,203,,,
verknüpfen,verknüpfen,VERB,203,,,
vergebens,vergebens,ADV,202,,,
korrektur,korrektur,NOUN,202,Praktik ,Schule,
brauchbar,brauchbar,ADV,202,,,
fenster,fenster,NOUN,202,,,
neuhochdeutsch,neuhochdeutsch,ADV,202,Beschreibung,Poetologie,Sprache 
insel,insel,NOUN,202,,,
bibliothek,bibliothek,NOUN,202,Schule,,
wackernagel,wackernagel,PROPN,202,Person,Didaktik,
object,object,PROPN,202,,,
harmonie,harmonie,NOUN,201,,,
erleichtern,erleichtern,VERB,201,,,
liebevoll,liebevoll,ADV,201,,,
sinnen,sinnen,NOUN,201,,,
nachbildung,nachbildung,NOUN,201,,,
roß,roß,X,201,,,
schonen,schonen,VERB,201,,,
köstlich,köstlich,ADV,201,,,
pädagoge,pädagoge,NOUN,201,Pädagogik,Typ ,
beifall,beifall,NOUN,200,,,
drache,drache,NOUN,200,,,
wovon,wovon,ADV,200,,,
haltung,haltung,NOUN,200,,,
pause,pause,NOUN,200,,,
beten,beten,VERB,200,Theologie ,,
selig,selig,ADV,200,,,
bestehend,bestehend,ADV,200,,,
herbst,herbst,PROPN,200,Zeit,,
berechtigung,berechtigung,NOUN,200,Schule,Unterteilung ,
bande,bande,NOUN,199,,,
bestrebung,bestrebung,NOUN,199,,,
unentbehrlich,unentbehrlich,ADV,199,,,
mitteilen,mitteilen,VERB,199,,,
jagd,jagd,NOUN,198,,,
schuldig,schuldig,ADV,198,,,
damalig,damalig,ADV,198,,,
fischer,fischer,PROPN,198,,,
gewicht,gewicht,NOUN,198,,,
umfangen,umfangen,VERB,198,relat. Höhe,,
leitung,leitung,NOUN,198,,,
woche,woche,NOUN,198,,,
orestes,orestes,ADJ,198,Person,Klassik,Literatur
konnen,konnen,NOUN,198,,,
erörtern,erörtern,VERB,197,Praktik,,
fangen,fangen,VERB,197,,,
vernichten,vernichten,VERB,197,,,
wandthei,wandthei,NOUN,197,,,
hörer,hörer,NOUN,197,,,
kreuz,kreuz,ADV,197,,,
sehnen,sehnen,VERB,197,,,
entwickelt,entwickelt,VERB,197,,,
gehorsam,gehorsam,ADV,197,Disziplin ,,
entschließen,entschließen,VERB,196,,,
veranschaulichen,veranschaulichen,VERB,196,,,
genius,genius,NOUN,196,positive Bewertung,Höhe,
predigen,predigen,VERB,196,,,
angegeben,angegeben,VERB,196,,,
chamisso,chamisso,PROPN,196,Person,Schriftsteller,
ausgang,ausgang,NOUN,196,,,
pylades,pylades,ADJ,196,Person,Klassik,Literatur
volker,volker,PROPN,196,Person,,
secunda,secunda,PROPN,195,Schule ,,
literarhistorisch,literarhistorisch,NOUN,195,Geschichte ,Literatur,
heften,heften,VERB,194,,,
schmerzen,schmerzen,NOUN,194,,,
fortschritt,fortschritt,NOUN,194,,,
besprochen,besprochen,VERB,194,,,
herrscher,herrscher,NOUN,194,,,
auswendig,auswendig,ADV,194,Praktik,Methode ,Beschreibung 
orleans,orleans,PROPN,193,Person,,
entschieden,entschieden,VERB,193,,,
schwanken,schwanken,VERB,193,,,
seltsam,seltsam,ADV,193,,,
substantiv,substantiv,ADV,193,Sprache,,
fleißig,fleißig,ADV,193,,,
bequem,beqüm,VERB,193,,,
abstrakt,abstrakt,ADV,193,,,
vorlieben,vorlieben,NOUN,193,,,
leitfaden,leitfaden,NOUN,193,Methode ,,
berechnen,berechnen,VERB,192,,,
forschung,forschung,NOUN,192,Wissenschaft,Wissen ,
einwirkung,einwirkung,NOUN,192,,,
tempel,tempel,NOUN,192,Theologie,Ort,
benehmen,benehmen,VERB,192,,,
eintheilung,eintheilung,NOUN,192,,,
umfassen,umfassen,VERB,192,,,
aufheben,aufheben,VERB,192,,,
tapfer,tapfer,ADV,192,,,
reinheit,reinheit,NOUN,191,,,
herrlichkeit,herrlichkeit,NOUN,191,,,
bewundern,bewundern,VERB,191,,,
eilen,eilen,VERB,191,,,
zusammenfassen,zusammenfassen,VERB,191,,,
rührend,rührend,ADV,191,,,
pracht,pracht,NOUN,191,,,
aufführen,aufführen,VERB,191,,,
mahnung,mahnung,NOUN,191,,,
auszeichnen,auszeichnen,VERB,191,,,
begründung,begründung,NOUN,191,,,
künstlich,künstlich,ADV,190,Beschreibung,,
schlaf,schlaf,NOUN,190,,,
schreien,schreien,VERB,190,,,
geordnet,geordnet,VERB,190,,,
bewähren,bewähren,VERB,190,,,
herrschend,herrschend,ADV,190,,,
ergebnis,ergebnis,NOUN,190,,,
fechten,fechten,VERB,189,,,
versagen,versagen,VERB,189,,,
parallel,parallel,ADV,189,,,
erwartung,erwartung,NOUN,189,,,
gerechtigkeit,gerechtigkeit,NOUN,189,,,
vergeblich,vergeblich,ADV,189,,,
heimisch,heimisch,ADV,189,,,
anschauen,anschaün,NOUN,189,,,
anhang,anhang,NOUN,189,,,
offenbaren,offenbaren,VERB,188,Theologie ,Ästhetik ,
hirte,hirte,VERB,188,,,
entscheidung,entscheidung,NOUN,188,,,
wohnung,wohnung,NOUN,188,Wohnen ,,
zusatz,zusatz,NOUN,188,,,
bewohner,bewohner,NOUN,188,,,
musikalisch,musikalisch,ADV,188,Ästhetik,,
ertheilen,ertheilen,VERB,188,,,
theater,theater,NOUN,188,Poetologie,Welt ,
aufforderung,aufforderung,NOUN,188,,,
definition,definition,NOUN,188,,,
dramaturgie,dramaturgie,NOUN,188,,,
major,major,X,188,Typ,,
archiv,archiv,NOUN,187,,,
böse,böse,ADV,187,negative Bewertung,Moral ,
tadel,tadel,NOUN,187,negative Bewertung ,,
heimlich,heimlich,ADV,187,,,
energisch,energisch,ADV,187,,,
entgegengesetzt,entgegengesetzt,VERB,187,,,
schriftsprache,schriftsprache,ADJ,187,Sprache ,,
ausüben,ausüben,VERB,187,,,
arndt,arndt,PROPN,187,Person,Schriftsteller ,
hinweg,hinweg,ADP,186,,,
befreiung,befreiung,NOUN,186,,,
einzelheit,einzelheit,NOUN,186,,,
bürgerlich,bürgerlich,ADV,186,,,
erhebung,erhebung,NOUN,185,,,
scheu,scheu,ADV,185,,,
beantworten,beantworten,VERB,185,,,
charakterisieren,charakterisieren,VERB,185,Praktik,,
zunge,zunge,NOUN,185,,,
fliegen,fliegen,VERB,185,,,
abenteuer,abenteür,PROPN,185,,,
verkehr,verkehr,NOUN,185,,,
erwähnt,erwähnt,VERB,185,,,
einfachheit,einfachheit,NOUN,185,,,
entscheidend,entscheidend,ADV,185,,,
unterrichtsgegenstand,unterrichtsgegenstand,ADV,185,Lehrmedien,Schule ,
anknüpfen,anknüpfen,VERB,185,,,
vorliegen,vorliegen,VERB,185,,,
grenzen,grenzen,NOUN,184,Agonalität,,
harmonisch,harmonisch,ADV,184,,,
echten,echten,ADJ,184,,,
unterstützen,unterstützen,VERB,184,,,
kommentar,kommentar,NOUN,184,Praktik,Poetologie,
begrüßen,begrüßen,VERB,184,,,
nationalliteratur,nationalliteratur,NOUN,184,Nation,Literatur ,
erfindung,erfindung,NOUN,184,,,
professor,professor,NOUN,184,Wissenschaft,Typ,
gewählt,gewählt,VERB,183,,,
entgegentreten,entgegentreten,VERB,183,,,
körperlich,körperlich,ADV,183,,,
trennung,trennung,NOUN,183,,,
versmaß,versmaß,NOUN,183,,,
angst,angst,NOUN,183,,,
weltlich,weltlich,ADV,183,,,
erzählend,erzählend,ADV,183,,,
ausdehnung,ausdehnung,NOUN,183,,,
dauernd,daürnd,ADV,182,,,
trauerspiel,traürspiel,NOUN,182,Drama,Gattung,
scheuen,scheün,PROPN,182,,,
anlaß,anlaß,NOUN,182,,,
krieger,krieger,NOUN,182,,,
partei,partei,NOUN,182,,,
naturgemäß,naturgemäß,ADV,182,,,
abiturient,abiturient,NOUN,182,Schule,Typ,
ergehen,ergehen,VERB,181,,,
homerisch,homerisch,ADV,181,,,
subjectiv,subjectiv,ADV,181,,,
vorwärts,vorwärts,ADV,181,,,
umgang,umgang,NOUN,181,,,
durchnehmen,durchnehmen,VERB,181,Praktik,,
hinreichend,hinreichend,ADV,180,,,
princip,princip,PROPN,180,Idealismus ,,
erwachsene,erwachsene,ADJ,180,Alter,,
angriff,angriff,NOUN,180,Agonalität,,
thatsächlich,thatsächlich,ADV,180,,,
ehrlich,ehrlich,ADV,180,,,
vertreter,vertreter,NOUN,180,,,
hinauf,hinauf,ADV,179,,,
indeß,indeß,ADV,179,,,
verletzen,verletzen,VERB,179,,,
hüllen,hüllen,VERB,179,,,
flüchtig,flüchtig,ADV,179,,,
monolog,monolog,NOUN,179,Drama,Poetologie,
no,no,X,178,,,
ertragen,ertragen,VERB,178,,,
entschluß,entschluß,NOUN,178,,,
stätte,stätte,VERB,178,,,
schwächen,schwächen,VERB,178,,,
ausgezeichnet,ausgezeichnet,VERB,178,,,
arg,arg,ADV,178,,,
änderung,änderung,NOUN,178,,,
bestreben,bestreben,NOUN,178,,,
unterscheidung,unterscheidung,NOUN,178,,,
ß,ß,X,177,,,
lustig,lustig,ADV,177,,,
humboldt,humboldt,PROPN,177,Person,Schriftsteller,
auffordern,auffordern,VERB,177,,,
bestätigen,bestätigen,VERB,177,,,
zucht,zucht,NOUN,177,,,
griechenland,griechenland,PROPN,177,Nation,,
widerstehen,widerstehen,VERB,177,,,
zuhörer,zuhörer,NOUN,177,,,
laden,laden,VERB,176,,,
kranz,kranz,NOUN,176,,,
mannigfaltigkeit,mannigfaltigkeit,NOUN,176,,,
gegentheil,gegentheil,NOUN,176,,,
wahrlich,wahrlich,ADV,176,,,
heine,heine,PROPN,176,Person,Schriftsteller,
bewunderung,bewunderung,NOUN,176,,,
vorwort,vorwort,NOUN,176,,,
übereinstimmung,übereinstimmung,NOUN,176,,,
biblisch,biblisch,ADV,176,Theologie,Beschreibung ,
höfisch,höfisch,ADV,176,,,
entfalten,entfalten,VERB,175,,,
freiwillig,freiwillig,ADV,175,,,
herausgeben,herausgeben,VERB,175,,,
hinsichtlich,hinsichtlich,ADP,175,,,
verehrung,verehrung,NOUN,175,,,
amt,amt,NOUN,175,,,
erschlagen,erschlagen,VERB,175,,,
zurückführen,zurückführen,VERB,175,,,
vorkommend,vorkommend,ADV,175,,,
ausdrucken,ausdrucken,VERB,175,,,
aneignen,aneignen,VERB,174,,,
zimmer,zimmer,NOUN,174,,,
auffinden,auffinden,VERB,174,,,
dach,dach,NOUN,174,,,
vergleichend,vergleichend,ADV,174,,,
kostbar,kostbar,ADV,173,,,
nordisch,nordisch,ADV,173,Nation,Deutsch,
sämmtlich,sämmtlich,ADV,173,,,
schema,schema,NOUN,173,,,
einbildungskraft,einbildungskraft,NOUN,173,Phantasie,Ästhetik,Idealismus 
ergänzung,ergänzung,NOUN,173,,,
erstens,erstens,ADV,173,,,
erwidern,erwidern,VERB,173,,,
beachtung,beachtung,NOUN,173,,,
zusammengesetzt,zusammengesetzt,VERB,173,,,
einheitlich,einheitlich,ADV,173,,,
rat,rat,X,173,,,
ur,ur,X,172,,,
vorstellen,vorstellen,VERB,172,,,
heiß,heiß,ADV,172,,,
absolut,absolut,ADV,172,,,
meisterwerk,meisterwerk,NOUN,172,positive Bewertung,Poetologie,
prinzip,prinzip,NOUN,172,Idealismus,,
unbedeutend,unbedeutend,ADV,171,,,
beseitigen,beseitigen,VERB,171,,,
hinstellen,hinstellen,VERB,171,,,
winden,winden,VERB,171,,,
trocken,trocken,ADV,171,,,
eifrig,eifrig,ADV,171,,,
blüte,blüte,NOUN,171,,,
ausreichend,ausreichend,ADV,171,,,
erschütternd,erschütternd,ADV,170,,,
erweiterung,erweiterung,NOUN,170,,,
sphäre,sphäre,NOUN,170,,,
becher,becher,NOUN,170,,,
menschenleben,menschenleben,NOUN,170,Welt,Anthropologie,
starr,starr,ADV,169,,,
anziehend,anziehend,ADV,169,,,
kleid,kleid,NOUN,169,,,
einrichten,einrichten,VERB,169,,,
feindlich,feindlich,ADV,169,Agonalität ,,
monat,monat,NOUN,169,,,
regierung,regierung,NOUN,169,Politik,,
zufall,zufall,NOUN,169,,,
verarbeiten,verarbeiten,VERB,169,,,
darlegung,darlegung,NOUN,169,,,
schwaben,schwaben,PROPN,169,Nation,Deutsch,
napoleon,napoleon,PROPN,169,Person,Historisch ,
schweizer,schweizer,ADJ,169,Nation,,
selbständigkeit,selbständigkeit,NOUN,168,,,
aufgestellt,aufgestellt,VERB,168,,,
on,on,X,168,,,
merkwürdig,merkwürdig,ADV,168,,,
täuschen,täuschen,VERB,168,,,
hinab,hinab,ADV,168,,,
betreten,betreten,VERB,168,,,
feurig,feurig,ADV,168,,,
vorläufig,vorläufig,ADV,168,,,
eisern,eisern,ADV,168,,,
hierüber,hierüber,ADV,168,,,
komisch,komisch,ADV,168,,,
parabel,parabel,ADV,168,Gattung ,Prosa,
schulbuch,schulbuch,NOUN,168,Lehrmedien,,
kö,kö,X,168,,,
schwab,schwab,PROPN,168,Person,Schriftsteller,
degen,degen,VERB,168,,,
voß,voß,X,167,Person,Schriftsteller ,
andrer,andrer,PRON,167,,,
beschließen,beschließen,VERB,167,,,
auseinander,auseinander,ADV,167,,,
beschaffenheit,beschaffenheit,NOUN,167,,,
darlegen,darlegen,VERB,167,,,
allseitig,allseitig,ADV,167,,,
finster,finster,ADV,167,,,
engländer,engländer,NOUN,167,Nation,Typ,
zurückweisen,zurückweisen,VERB,167,,,
aufenthalt,aufenthalt,NOUN,167,,,
becker,becker,PROPN,167,,,
förderung,förderung,NOUN,167,,,
franziska,franziska,PROPN,167,Person,Literatur,
wundern,wundern,VERB,166,,,
organisch,organisch,ADV,166,,,
krankheit,krankheit,NOUN,166,,,
verderblich,verderblich,ADV,166,,,
vornehm,vornehm,ADV,166,,,
trauer,traür,PROPN,166,,,
kleiden,kleiden,VERB,166,,,
publikum,publikum,NOUN,166,,,
begehen,begehen,VERB,166,,,
hindern,hindern,VERB,166,,,
beibringen,beibringen,VERB,166,,,
erringen,erringen,VERB,165,,,
verwirrung,verwirrung,NOUN,165,negative Bewertung,,
befehl,befehl,NOUN,165,,,
blühen,blühen,VERB,165,,,
beklagen,beklagen,VERB,165,,,
zweifeln,zweifeln,VERB,165,,,
anregend,anregend,ADV,165,,,
gedankengang,gedankengang,NOUN,165,,,
spott,spott,NOUN,164,,,
punct,punct,PROPN,164,,,
unsterblich,unsterblich,ADV,164,,,
schmuck,schmuck,NOUN,164,,,
abweichung,abweichung,NOUN,164,,,
leiche,leiche,ADJ,164,Narrativ ,,
einsehen,einsehen,VERB,164,,,
zerreißen,zerreißen,VERB,164,,,
materiell,materiell,ADV,164,,,
verbieten,verbieten,VERB,163,,,
wärmen,wärmen,VERB,163,,,
abschluß,abschluß,NOUN,163,,,
belegen,belegen,VERB,163,,,
durchführen,durchführen,VERB,163,,,
unbefangen,unbefangen,ADV,163,,,
unschuldig,unschuldig,ADV,163,,,
geschrieben,geschrieben,VERB,163,,,
exposition,exposition,NOUN,163,,,
unbewußt,unbewußt,ADV,163,Idealismus,,
eindrücken,eindrücken,VERB,163,,,
hindernis,hindernis,NOUN,162,,,
grundzug,grundzug,NOUN,162,,,
bus,bus,NOUN,162,,,
blühend,blühend,ADV,162,,,
epoche,epoche,NOUN,162,Literatur ,Geschichte ,
hauptsatz,hauptsatz,PROPN,162,Sprache,,
glied,glied,NOUN,162,,,
rächen,rächen,VERB,162,,,
aneignung,aneignung,NOUN,162,,,
schädlich,schädlich,ADV,162,,,
zeitraum,zeitraum,NOUN,162,,,
göthech,göthech,VERB,162,,,
wacker,wacker,PROPN,161,positive Bewertung,,
zusammensetzung,zusammensetzung,NOUN,161,,,
auswählen,auswählen,VERB,161,,,
flehen,flehen,VERB,161,,,
aufweisen,aufweisen,VERB,161,,,
fahrt,fahrt,NOUN,161,,,
übernehmen,übernehmen,VERB,161,,,
friedlich,friedlich,ADV,161,,,
thron,thron,NOUN,161,,,
schwäbisch,schwäbisch,ADV,161,Nation ,,
lehrstoff,lehrstoff,PROPN,161,Praktik,Lehrmedien,
